,interaction_histogram,mse,user_mse,recall_at_k,interaction_spread,inter_cluster_interaction_similarity,intra_cluster_interaction_similarity,diversity_metric,inter_cluster_rec_similarity,intra_cluster_rec_similarity,serendipity_metric,novelty_metric,timesteps,state,model
55,[0. 0. 0. ... 0. 0. 0.],0.864355241460975,"[0.90264994 0.96744407 0.85353014 0.86393228 0.85808821 0.8072352
 0.87650249 0.83916909 0.86416786 0.85040534 0.85115682 0.85340183
 0.84072486 0.86464102 0.88106193 0.83983044 0.9193571  0.83626758
 0.95552849 0.88164104 0.85737491 0.82931403 0.86732941 0.85728612
 0.93289676 0.86576186 0.86231708 0.86504038 0.85041854 0.94833414
 0.85543259 0.85583895 0.92148811 0.91315354 0.86987858 0.89347699
 0.80937837 0.84476252 0.89248037 0.87010106 0.90639799 0.82867729
 0.85974384 0.92293611 0.81358106 0.85114393 0.88073255 0.84648539
 0.86669315 0.86683489 0.82411973 0.85707669 0.88899461 0.80748843
 0.87201837 0.85230238 0.86251039 0.86692432 0.92574732 0.77746348
 0.83935824 0.92965371 0.93666833 0.83150023 0.80896701 0.87486075
 0.87535929 0.84126647 0.86044463 0.99801936 0.86974493 0.77433597
 0.88399654 0.8988985  0.87367591 0.87512246 0.89233883 0.83257081
 0.84352974 0.81812452 0.84666514 0.85890716 0.84940381 0.88295491
 0.852021   0.86679924 0.85201958 0.7939239  0.85300647 0.85102435
 0.81928209 0.82290087 0.86358332 0.83995064 0.85659135 0.86719173
 0.86868651 0.86173842 0.85511973 0.86864578]",0.59,0.0,0.053741435978567086,0.07222368204287626,0.699,0.008828807495780487,0.027463348209376962,0.04,-1.0202298143111994,55,run,myopic_prob
56,[0. 0. 1. ... 0. 0. 0.],0.8636293054202706,"[0.90934564 0.96597437 0.85550565 0.8627915  0.8531642  0.8099864
 0.8777151  0.83679338 0.861383   0.84868284 0.84610191 0.85624221
 0.8446908  0.87005977 0.88470517 0.84100375 0.92185309 0.83203387
 0.92791354 0.88380332 0.84661009 0.83133427 0.87262699 0.85542359
 0.93130711 0.86338333 0.86726553 0.86144617 0.84421    0.95105059
 0.85697297 0.85590133 0.9136517  0.91479226 0.86865268 0.89056227
 0.80975751 0.84639577 0.89269811 0.86733316 0.91105591 0.82730805
 0.86287966 0.92192163 0.8140568  0.84984848 0.87672826 0.84733529
 0.86633769 0.86857483 0.82429625 0.85652627 0.88281277 0.80476423
 0.87166596 0.85783412 0.86256271 0.86702147 0.92815052 0.77910641
 0.83836793 0.93336618 0.93064931 0.83416147 0.80631244 0.87514624
 0.8763888  0.84618555 0.86329002 0.97221213 0.86566034 0.77768241
 0.88284307 0.89301058 0.870713   0.87924946 0.89540534 0.83746297
 0.84493918 0.81496574 0.84405736 0.86008903 0.85092972 0.87969584
 0.85090909 0.8635552  0.85504421 0.79827623 0.85270294 0.84625998
 0.81871521 0.82070137 0.8636473  0.83837403 0.85428909 0.86356556
 0.86660281 0.85561759 0.85726308 0.87271053]",0.58,0.0,0.05424427300744589,0.07255910692859303,0.6944444444444443,0.009516119186647807,0.028755279026691376,0.022,-1.0359182953571802,56,run,myopic_prob
57,[0. 0. 0. ... 0. 0. 0.],0.8608322282509375,"[0.9160643  0.96855015 0.85873238 0.85640377 0.85237006 0.81014548
 0.87357191 0.83372198 0.86090421 0.84905355 0.84509058 0.85183623
 0.83964903 0.86404855 0.88352081 0.83985428 0.92588033 0.83358893
 0.90748431 0.85559487 0.84682369 0.83797491 0.86949506 0.8542559
 0.93140272 0.8601056  0.87080972 0.85386703 0.83840463 0.93091303
 0.86050085 0.8531623  0.9087444  0.89267847 0.86628451 0.8935554
 0.80801395 0.84258304 0.88759262 0.86320046 0.88263423 0.82720627
 0.83745782 0.92684428 0.81718529 0.84915905 0.87705625 0.84882486
 0.8663034  0.86742788 0.82351568 0.85513596 0.87852203 0.8034615
 0.86870194 0.85775702 0.85898551 0.86172239 0.93120986 0.77478064
 0.83640194 0.93624806 0.92336261 0.83429234 0.80616863 0.87358512
 0.87449774 0.83585771 0.86375491 0.97322496 0.86723802 0.77837148
 0.88192053 0.89347966 0.86650584 0.85517588 0.87317592 0.83523278
 0.84635259 0.81003606 0.84490714 0.86222128 0.84878365 0.8795586
 0.85084717 0.87251051 0.85344432 0.79797485 0.85314859 0.84697924
 0.82056044 0.81999704 0.85811354 0.83695713 0.85727872 0.8655217
 0.86411658 0.85526804 0.85209713 0.86772851]",0.59,0.0,0.054907023899552286,0.07329808549670919,0.7038888888888886,0.00802214146002582,0.028255332199986265,0.03,-1.0486348659867444,57,run,myopic_prob
58,[0. 0. 0. ... 0. 0. 0.],0.8588768169757774,"[0.92209521 0.97344587 0.85587749 0.8557378  0.84938081 0.81350273
 0.87200448 0.83246651 0.85949138 0.84959691 0.84016766 0.85343393
 0.83488844 0.85556769 0.87824596 0.8410389  0.92493675 0.83247801
 0.88045232 0.86234826 0.84666159 0.83440904 0.86900798 0.85522245
 0.93496485 0.85674857 0.874166   0.85252761 0.83504909 0.93070444
 0.84100903 0.85193966 0.90398424 0.89587482 0.8650626  0.88958195
 0.80249642 0.840013   0.88802374 0.85487458 0.87426066 0.82402788
 0.84012905 0.90362782 0.81496427 0.84699981 0.87616277 0.84913547
 0.86592114 0.86367259 0.8231213  0.84700144 0.87463219 0.8027844
 0.86594386 0.85725331 0.85809259 0.86339477 0.9333121  0.77553323
 0.84724362 0.93961933 0.92100132 0.82747107 0.80482992 0.86801728
 0.87475893 0.83196806 0.86178483 0.97320614 0.87220143 0.77445145
 0.88274478 0.89326477 0.86292235 0.84819805 0.87755878 0.83875419
 0.84456616 0.8097074  0.84100135 0.86175322 0.84772625 0.87412514
 0.8481821  0.87253992 0.8480586  0.79589818 0.85043174 0.84522443
 0.81586652 0.81024761 0.85599877 0.83659694 0.85710894 0.87213423
 0.85821903 0.8528343  0.85378123 0.86623394]",0.58,0.5,0.05566154341535677,0.07394277498636632,0.6929999999999998,0.007928289888488257,0.028230929331928275,0.016,-1.0622850252311782,58,run,myopic_prob
59,[0. 0. 0. ... 0. 0. 0.],0.8564462687492278,"[0.92668228 0.97761738 0.85826852 0.85532754 0.84416287 0.80563609
 0.87466914 0.83277318 0.85910294 0.85141384 0.8347727  0.84995126
 0.83658327 0.85322935 0.86394021 0.83788839 0.90029918 0.83076416
 0.88159657 0.86735708 0.84662422 0.83383873 0.86788913 0.85534756
 0.93849361 0.85232582 0.86806831 0.84874546 0.83836077 0.90994314
 0.84219514 0.84849628 0.90445288 0.89983871 0.86404237 0.89505037
 0.7977941  0.83869209 0.88863862 0.85260852 0.87115161 0.81307532
 0.84234625 0.90664142 0.81308299 0.84219137 0.86975711 0.85011786
 0.86222203 0.86123759 0.82104755 0.83896664 0.87381553 0.7963679
 0.86261231 0.86067599 0.85517992 0.86297977 0.91255039 0.77456958
 0.84354174 0.91465776 0.91605435 0.82582035 0.79214196 0.86707783
 0.87351865 0.83492141 0.85965674 0.95078584 0.86935606 0.77343375
 0.8826576  0.88692576 0.8594003  0.84625926 0.88078276 0.83767145
 0.84495326 0.80829739 0.83741869 0.86511595 0.84519007 0.87547179
 0.84556051 0.87180272 0.8463945  0.79689652 0.84478428 0.84683223
 0.81844107 0.8114994  0.85260423 0.84032242 0.85705165 0.86518073
 0.86042862 0.85336496 0.85538682 0.86289457]",0.58,-0.5,0.05651973292766702,0.07505179590899419,0.7053333333333334,0.008406697335543861,0.02763264310652926,0.025,-1.0733851630215991,59,run,myopic_prob
60,[0. 0. 0. ... 0. 0. 0.],0.8550646954048682,"[0.92566084 0.97541008 0.85565889 0.85623117 0.8407086  0.80529853
 0.87516789 0.83219719 0.8579604  0.8521084  0.83495218 0.84673781
 0.8366587  0.85419959 0.85789434 0.8357714  0.90086218 0.83092557
 0.88007611 0.86936106 0.85048816 0.83168746 0.86352199 0.85518532
 0.9395532  0.85052207 0.87045234 0.84493835 0.83733629 0.91137381
 0.84465504 0.84373704 0.89839927 0.90128268 0.8603674  0.89465984
 0.79768066 0.83771235 0.88563962 0.84904372 0.87233402 0.81473414
 0.8220603  0.8849855  0.81625335 0.83757609 0.86894579 0.84870761
 0.85820363 0.8641961  0.81879396 0.83619806 0.86660698 0.79551441
 0.85995422 0.85581956 0.85640126 0.86005002 0.9144515  0.77180474
 0.8422828  0.91337412 0.91120151 0.82911369 0.79228309 0.86450944
 0.87663998 0.83504242 0.85427803 0.95138966 0.8691183  0.77288683
 0.88319839 0.88144006 0.85660453 0.85338367 0.88757474 0.83618365
 0.84252512 0.80762646 0.83966367 0.86268999 0.84252743 0.8762978
 0.84491555 0.86972014 0.84396071 0.79549666 0.84614757 0.84593913
 0.81720025 0.81455041 0.84996047 0.83614278 0.85621562 0.86246885
 0.85834404 0.85351814 0.85197529 0.8624097 ]",0.59,0.5,0.05718973708820382,0.07582279257733453,0.6662222222222219,0.010054135525629431,0.02910111342245069,0.001,-1.0886917282278534,60,run,myopic_prob
61,[0. 0. 0. ... 0. 0. 0.],0.8537385779625403,"[0.9303187  0.97991224 0.85571491 0.85536996 0.83954255 0.80297557
 0.87033108 0.83165726 0.86074655 0.84972122 0.83321753 0.84532342
 0.83540711 0.85118149 0.85420047 0.83688962 0.90185967 0.82923294
 0.87939296 0.84979621 0.85013167 0.83005994 0.86315135 0.85527264
 0.94177468 0.84881618 0.8510534  0.8433171  0.83594773 0.91419739
 0.82921289 0.85090846 0.89466672 0.90467692 0.85661085 0.89093498
 0.79726738 0.83560276 0.88358    0.84957371 0.87266801 0.81529285
 0.82143525 0.88734518 0.81625948 0.84947988 0.86794608 0.85164815
 0.85613686 0.86187049 0.81749597 0.83475558 0.86881138 0.79577564
 0.85908058 0.85369244 0.86127777 0.86043036 0.9210577  0.76975927
 0.84304041 0.89339423 0.9107242  0.82846196 0.79278636 0.86176196
 0.87341863 0.83247781 0.85155699 0.92958223 0.86794737 0.77029689
 0.88018778 0.87637205 0.85611615 0.85000376 0.89266431 0.83223676
 0.83916633 0.80975238 0.83796484 0.86114182 0.84854611 0.88097159
 0.84504943 0.86735159 0.84174678 0.79497714 0.84734684 0.84670197
 0.81174747 0.8127791  0.8484995  0.83484911 0.8572224  0.86132352
 0.85840271 0.85335947 0.84948072 0.86068001]",0.59,0.0,0.05788756860414247,0.07643785510443613,0.6873333333333332,0.008318069223608072,0.0275336451077031,0.0,-1.1021628237752998,61,run,myopic_prob
62,[0. 0. 0. ... 0. 0. 0.],0.8504580361938009,"[0.90706272 0.96030337 0.857328   0.85086523 0.83868348 0.80142773
 0.86461346 0.83003365 0.85401207 0.84774294 0.83269935 0.84342979
 0.8349615  0.8540509  0.85774008 0.83868465 0.88107059 0.83064671
 0.87665212 0.8509901  0.84968602 0.83038848 0.86249373 0.85386493
 0.91905314 0.84813196 0.82819844 0.84103747 0.83541004 0.89074162
 0.82691368 0.84794075 0.89375248 0.88468209 0.85295225 0.89031825
 0.79555892 0.83700329 0.88251235 0.84578266 0.87189797 0.81650381
 0.81958316 0.86449722 0.81506361 0.84603415 0.86798544 0.85133329
 0.85454887 0.86089865 0.81778745 0.83350587 0.86864587 0.7964067
 0.85782858 0.85220883 0.86047273 0.86300701 0.89637411 0.77087165
 0.84432273 0.89733327 0.90370143 0.82523489 0.7801795  0.85683617
 0.87115477 0.82997491 0.84569776 0.9313956  0.8733221  0.76866657
 0.87623103 0.87357801 0.85506423 0.84917342 0.87223447 0.82861074
 0.83836389 0.8077408  0.83680197 0.85843909 0.84900163 0.87604797
 0.84575576 0.86582975 0.83881218 0.79596176 0.84638732 0.84229266
 0.81040571 0.81384238 0.85392848 0.83557429 0.85943918 0.85853178
 0.85557936 0.85087948 0.85052829 0.85807234]",0.68,-0.5,0.058435350600391095,0.07718689450153371,0.6792222222222222,0.007815114930450047,0.027607131017195904,0.004,-1.115856523151923,62,run,myopic_prob
63,[0. 0. 0. ... 0. 0. 0.],0.8476085549123957,"[0.88568864 0.94326787 0.8611954  0.84633222 0.83702404 0.79982913
 0.86697287 0.83018617 0.85420169 0.84590844 0.83410284 0.84134764
 0.83706675 0.85653249 0.85506884 0.83810177 0.85995937 0.83158158
 0.87816879 0.85224486 0.85014861 0.8293122  0.85961401 0.85232542
 0.89724168 0.84729679 0.82230562 0.83618084 0.83438251 0.87083396
 0.82703614 0.84653985 0.88914751 0.88691366 0.85157311 0.89069926
 0.79398391 0.83511737 0.88120591 0.84543721 0.87133754 0.81475627
 0.81944559 0.85954639 0.81168778 0.84307074 0.86997688 0.8479543
 0.85512986 0.86222233 0.81806975 0.83316581 0.86360056 0.7934991
 0.85824505 0.84982637 0.85679589 0.86338038 0.87308546 0.76978199
 0.84188227 0.87905442 0.89892638 0.82490209 0.77792476 0.85359176
 0.86838428 0.82498345 0.84284567 0.908369   0.87072916 0.76787078
 0.87688523 0.87071865 0.85609259 0.849116   0.85225848 0.82733741
 0.83750301 0.81322627 0.83329906 0.84897262 0.85085819 0.88325158
 0.84445558 0.8647024  0.83675521 0.79648993 0.84576445 0.84102178
 0.81163826 0.8136606  0.85081529 0.83618545 0.85519755 0.85677562
 0.85039604 0.85368104 0.84878144 0.8588967 ]",0.58,0.0,0.05899454151455936,0.0777601818179368,0.6592222222222222,0.009849191551842584,0.028379668972321512,0.0,-1.1298452249600384,63,run,myopic_prob
64,[0. 0. 0. ... 0. 0. 0.],0.8441563733079861,"[0.86338292 0.92631096 0.85970915 0.84646045 0.83215637 0.78954225
 0.86201215 0.82822629 0.85084385 0.84624194 0.82660684 0.84125598
 0.83700277 0.85292516 0.84836845 0.83592373 0.86320758 0.83118573
 0.87806457 0.85347623 0.85100611 0.82651384 0.85752618 0.85188173
 0.87509886 0.84713808 0.82340957 0.83571921 0.83350937 0.8580376
 0.82592177 0.8502248  0.88032638 0.86855619 0.84956515 0.88815749
 0.7886605  0.83837848 0.87731135 0.84499678 0.87205001 0.81459571
 0.81424135 0.85648348 0.81242355 0.83060413 0.8650657  0.8459516
 0.85199005 0.8600225  0.80694978 0.83143277 0.86119229 0.78313259
 0.85703143 0.84962032 0.85581081 0.86287568 0.86549371 0.7576353
 0.84193123 0.88274675 0.89671698 0.82075228 0.76375044 0.84768485
 0.86568797 0.81549596 0.83898919 0.8854536  0.86824737 0.75932794
 0.87373794 0.86994799 0.85300621 0.85049073 0.85322196 0.82157019
 0.83627305 0.80564325 0.83404642 0.84627752 0.84689955 0.88396012
 0.84113311 0.87283952 0.826908   0.78965828 0.84635177 0.83919856
 0.80655367 0.80609975 0.85604136 0.83978345 0.85715304 0.86006437
 0.85023131 0.85219394 0.85009433 0.8600278 ]",0.6,0.0,0.0594639838299155,0.07823180276677255,0.6982222222222221,0.0072227131591441835,0.027752854962246745,0.0,-1.1433239867010807,64,run,myopic_prob
65,[0. 0. 0. ... 0. 0. 0.],0.8425410511234567,"[0.86550548 0.90680738 0.8611862  0.84163061 0.83221402 0.78989754
 0.86015043 0.82720511 0.84561577 0.84602633 0.81917794 0.84147306
 0.83754084 0.85441958 0.84489723 0.83528302 0.86640162 0.83305182
 0.88068694 0.84935809 0.8517944  0.82656207 0.85519849 0.85096524
 0.87475949 0.84672919 0.82030054 0.83437181 0.83003424 0.85530005
 0.82727537 0.84921347 0.88104393 0.87206274 0.84491811 0.88958634
 0.78804448 0.83694286 0.87488487 0.84577204 0.8710064  0.80622462
 0.81233314 0.85483575 0.81031206 0.82848969 0.86382706 0.84622566
 0.84814535 0.86112068 0.79571002 0.83143262 0.86175453 0.77050642
 0.85719281 0.84971682 0.85524686 0.86014104 0.86561414 0.7471574
 0.84067233 0.88835822 0.89250853 0.82300164 0.76069928 0.84275077
 0.86403487 0.81279674 0.8419658  0.88762899 0.86579815 0.75901789
 0.87009619 0.87262116 0.84971758 0.85017363 0.8518555  0.82377152
 0.83745077 0.80784265 0.8308869  0.84016583 0.8458188  0.88322219
 0.8382493  0.86831561 0.82617277 0.7846441  0.84632542 0.83689774
 0.8065422  0.80018467 0.85416834 0.83788045 0.85845158 0.8596083
 0.85062724 0.84980709 0.84309388 0.85899871]",0.6,0.0,0.059992964787798496,0.07875824708197902,0.6618888888888886,0.008801188026382916,0.028201950926109415,0.0,-1.1565034652038604,65,run,myopic_prob
66,[0. 1. 0. ... 0. 0. 0.],0.8398355251787454,"[0.84609878 0.88297639 0.86422899 0.84749375 0.82973141 0.79254592
 0.85912839 0.82435372 0.84481364 0.84332773 0.82011626 0.84159495
 0.83912594 0.84996709 0.8343904  0.8335157  0.84749971 0.83033516
 0.88170376 0.84974568 0.85341023 0.82914354 0.85407737 0.84928916
 0.85382949 0.84572583 0.81752304 0.83574934 0.82923784 0.85369791
 0.82599458 0.8459782  0.88118847 0.87711628 0.84370872 0.87880292
 0.78768528 0.83233495 0.87191628 0.84775368 0.86993907 0.80802611
 0.80838171 0.85355789 0.80275866 0.8173573  0.86480602 0.84241425
 0.84400887 0.86047529 0.79507099 0.83132681 0.86319544 0.7595419
 0.8543312  0.85103421 0.85387607 0.85929364 0.8650104  0.73752456
 0.83926606 0.87119935 0.88774142 0.81658011 0.76107221 0.83793302
 0.86091671 0.80119928 0.84129962 0.89000917 0.86212483 0.76186263
 0.86532936 0.87453027 0.84764618 0.85113105 0.85005637 0.82291419
 0.83800116 0.80592465 0.8296181  0.83577828 0.84121605 0.88211231
 0.83105453 0.8671715  0.82641759 0.78315702 0.84526656 0.83426868
 0.80612513 0.79873616 0.85389303 0.83418947 0.84720947 0.85729421
 0.85220843 0.85203698 0.84258522 0.85768929]",0.7,0.0,0.06084419488083083,0.0792525624807924,0.6768888888888887,0.008619186306533258,0.02792364037548783,0.0,-1.168188718281252,66,run,myopic_prob
67,[0. 0. 0. ... 0. 0. 0.],0.8393288002945314,"[0.85017286 0.88472468 0.8648732  0.846617   0.8300844  0.79393706
 0.8609388  0.82822867 0.84366279 0.83909183 0.81896619 0.84287585
 0.83926147 0.84643642 0.83195877 0.83488299 0.84974838 0.82854358
 0.8853737  0.85288686 0.85417083 0.82606131 0.85327841 0.85074823
 0.85513566 0.84641514 0.8158164  0.83324107 0.82863983 0.85228536
 0.82457557 0.85025125 0.87813936 0.88021838 0.84525521 0.87990269
 0.78617415 0.83161177 0.86950517 0.84759744 0.86972884 0.80884424
 0.80807526 0.85330547 0.80443755 0.81547129 0.86334375 0.83972171
 0.84222133 0.86201624 0.79527242 0.83126459 0.86358975 0.75993883
 0.85394065 0.85331346 0.85326472 0.85896111 0.86802097 0.73870942
 0.83614819 0.87325368 0.88397507 0.81198696 0.75949179 0.83592683
 0.86001033 0.79900643 0.83865736 0.88971969 0.86034062 0.76217213
 0.86677968 0.87401689 0.84760453 0.85172534 0.84875558 0.82082875
 0.83557753 0.8040763  0.83091616 0.8335264  0.83667895 0.88295126
 0.8325231  0.86557739 0.82527883 0.78146134 0.84395793 0.8321211
 0.80352201 0.78836046 0.85097617 0.83162675 0.84027508 0.86087642
 0.84808919 0.8537691  0.84513458 0.85947375]",0.65,0.0,0.06107393526971924,0.07950411415982832,0.631,0.008074137074231614,0.028869509010531008,0.0,-1.1837486939959536,67,run,myopic_prob
68,[0. 0. 0. ... 0. 0. 0.],0.8386171699231734,"[0.85394392 0.88736279 0.86203547 0.84664041 0.82983784 0.79151693
 0.86153557 0.82816971 0.84039806 0.8378833  0.82045955 0.84245174
 0.83635019 0.84995266 0.83004348 0.83167905 0.85137682 0.83019674
 0.88890402 0.85114452 0.85670021 0.82440125 0.84996912 0.84986733
 0.84603723 0.8457882  0.81718766 0.83286035 0.82763734 0.84872308
 0.82321902 0.84808926 0.87577772 0.88497357 0.8430595  0.87908081
 0.788318   0.83233443 0.87039575 0.84479505 0.86701709 0.80883087
 0.8109831  0.85232899 0.80306565 0.81310737 0.86034564 0.84033938
 0.84041697 0.86091053 0.79828794 0.82996803 0.86013435 0.76028601
 0.85436633 0.85437305 0.8537084  0.8571428  0.86501683 0.73992025
 0.83533525 0.87490602 0.8818699  0.80704105 0.7599072  0.83412838
 0.85839001 0.80038382 0.8357601  0.89121728 0.86007655 0.75886502
 0.8661088  0.86866557 0.84535778 0.84776103 0.84864606 0.82455671
 0.83395956 0.80153504 0.8306029  0.83178856 0.83730503 0.88280421
 0.83143654 0.86426278 0.82510482 0.78130816 0.84505521 0.83066592
 0.79920074 0.78852949 0.8508894  0.83344526 0.84108971 0.86734594
 0.84864468 0.84896211 0.84047275 0.8566844 ]",0.61,0.5,0.061499733588083465,0.0799894266735958,0.6524444444444444,0.009612394716562658,0.028854450341341816,0.0,-1.1983695923985676,68,run,myopic_prob
69,[0. 0. 0. ... 0. 0. 0.],0.8369859238625139,"[0.83581502 0.86719065 0.85608257 0.84406309 0.83099568 0.78184649
 0.86028514 0.82675752 0.83691372 0.83646922 0.82023894 0.84392597
 0.83554899 0.847049   0.82622866 0.83173276 0.83742222 0.82901766
 0.89071955 0.85441879 0.85823362 0.82441273 0.85112223 0.84691475
 0.8428899  0.84626081 0.81678625 0.83211901 0.82585092 0.84740715
 0.82686472 0.84465451 0.87178989 0.86752802 0.84207689 0.87363564
 0.78754003 0.82847107 0.86938236 0.84285897 0.86505378 0.80769756
 0.81025543 0.85020879 0.80358724 0.81135315 0.85769848 0.84213006
 0.83965603 0.86019066 0.79975848 0.83077715 0.85684678 0.76264342
 0.85332975 0.85480506 0.85102612 0.858053   0.86849551 0.73931504
 0.83311574 0.87637688 0.88125368 0.80601152 0.758451   0.83069401
 0.85965506 0.80203886 0.83286239 0.8739912  0.86167215 0.75906559
 0.86762502 0.86997869 0.84260932 0.84716623 0.84768127 0.82563994
 0.83377596 0.80119781 0.82789597 0.83093954 0.83719004 0.88031459
 0.83137019 0.86208366 0.82371626 0.78092139 0.84521453 0.8287604
 0.80157584 0.78929705 0.84605012 0.8337147  0.84251687 0.87407813
 0.84520688 0.84607365 0.84194311 0.85646451]",0.56,0.0,0.06191120118979846,0.08066679894645747,0.6376666666666666,0.009055225692374571,0.028307188294609497,0.0,-1.2117546387810036,69,run,myopic_prob
70,[0. 0. 0. ... 0. 0. 0.],0.8362868875509893,"[0.84070829 0.86872911 0.85668555 0.84133827 0.8330519  0.78090976
 0.86018335 0.82687369 0.83512259 0.83185464 0.81888181 0.84108426
 0.8341505  0.84563602 0.82541133 0.83442508 0.83576003 0.82643059
 0.88843569 0.85298689 0.86155632 0.82344184 0.85099327 0.84855095
 0.84081911 0.84639158 0.81685355 0.8299129  0.82319465 0.84624254
 0.82466134 0.84242053 0.86840823 0.85157561 0.84164221 0.87145829
 0.79084699 0.82715589 0.87005824 0.83973837 0.8669219  0.80917615
 0.80895202 0.85042495 0.8048363  0.81090778 0.85629677 0.84428843
 0.83991123 0.85958712 0.80413088 0.83025433 0.85115359 0.76424222
 0.85159781 0.8536877  0.85105587 0.85788582 0.86643125 0.73975618
 0.83307632 0.87831878 0.87720921 0.80262923 0.75819385 0.83000054
 0.85793764 0.80328104 0.83058043 0.87643926 0.86388371 0.76232954
 0.86335782 0.86670514 0.83925883 0.84845766 0.84739952 0.82164325
 0.83158387 0.80345962 0.83012676 0.83058069 0.83669227 0.87770372
 0.82912431 0.86299341 0.82352029 0.78158993 0.84718281 0.82777697
 0.80487392 0.79101231 0.84300393 0.83236963 0.83601656 0.87294294
 0.84255359 0.84865774 0.84342486 0.8547168 ]",0.64,-0.5,0.06238988697514933,0.08125197023410691,0.638,0.010155224832040023,0.030462405232640172,0.0,-1.2248457775986787,70,run,myopic_prob
71,[0. 0. 1. ... 0. 0. 0.],0.8352847761743264,"[0.83235476 0.85795805 0.8601506  0.83730354 0.8337469  0.78181647
 0.86136835 0.82394768 0.83399073 0.8338681  0.8164373  0.84062831
 0.83354705 0.84470619 0.82362826 0.83372151 0.834606   0.82468273
 0.88625611 0.85137322 0.85942314 0.82343658 0.84933828 0.84618462
 0.84873558 0.84505886 0.8158771  0.8289859  0.82339771 0.84413201
 0.82326458 0.84042455 0.86821283 0.83746342 0.84223571 0.86982988
 0.7918517  0.82548628 0.8695885  0.8407371  0.86524222 0.8085206
 0.80772776 0.84874742 0.80818024 0.81074542 0.8561527  0.84154006
 0.84050129 0.86072704 0.80364846 0.83014845 0.84891046 0.76638284
 0.85331784 0.85173695 0.85087266 0.85698429 0.86734935 0.74185123
 0.83216155 0.85925256 0.87707512 0.80086681 0.75745913 0.827039
 0.85689216 0.80511435 0.82980775 0.8794219  0.8616934  0.76252574
 0.86033896 0.86281689 0.83866572 0.84802735 0.84824373 0.81872287
 0.83065061 0.80232267 0.83120122 0.82981581 0.8329552  0.87371166
 0.83145875 0.86860099 0.82818607 0.78485988 0.84815952 0.82699591
 0.80336302 0.79111979 0.83987327 0.83122775 0.83048398 0.87925313
 0.83712089 0.84742679 0.83888492 0.8556373 ]",0.56,0.0,0.06281203373027419,0.08181171019645016,0.6444444444444444,0.009375154057917865,0.029538423910262634,0.0,-1.2380093530947485,71,run,myopic_prob
72,[0. 0. 1. ... 0. 0. 0.],0.8327738330291403,"[0.8321466  0.85952962 0.86528955 0.8357836  0.82983261 0.7675695
 0.86080979 0.82526615 0.83178605 0.82719132 0.81600074 0.84210247
 0.83310792 0.83678185 0.82610869 0.83007217 0.83578995 0.82483576
 0.88000675 0.85081092 0.85758668 0.82503971 0.84893333 0.84494252
 0.84633189 0.84502764 0.80591682 0.82917393 0.82226553 0.84285345
 0.82143885 0.83434662 0.86399059 0.83475354 0.83996204 0.86578404
 0.79151928 0.82503323 0.87087728 0.83834815 0.86356501 0.81030695
 0.80465854 0.84802225 0.80201144 0.80165465 0.85426048 0.83839901
 0.84001075 0.8571147  0.79509149 0.830674   0.84338209 0.76875454
 0.85337704 0.84386994 0.85134613 0.85620169 0.86605519 0.73243063
 0.82361489 0.84680769 0.87483384 0.79812302 0.75871325 0.82538844
 0.85575929 0.80487722 0.82835047 0.87144119 0.85941593 0.74904966
 0.85913818 0.86048459 0.83731419 0.84421105 0.84920854 0.81174394
 0.8272232  0.79896249 0.82818172 0.82837932 0.83301916 0.87227366
 0.83203391 0.86499059 0.82239491 0.77747409 0.85033294 0.82797128
 0.7973705  0.7827174  0.83856755 0.8313272  0.83284432 0.86572151
 0.8377097  0.84505607 0.84168396 0.8565388 ]",0.56,0.0,0.06307450852339509,0.08228006099977384,0.6625555555555553,0.008520281976688101,0.028499880828038993,0.0,-1.251496988861231,72,run,myopic_prob
73,[0. 0. 0. ... 0. 0. 0.],0.8319412204377652,"[0.83223718 0.85604295 0.86209577 0.83182377 0.82703733 0.76926987
 0.85731303 0.82507093 0.83094103 0.82568423 0.81686693 0.84029623
 0.83172959 0.83541297 0.82440781 0.8285444  0.83562053 0.82232121
 0.87907794 0.85133416 0.86084805 0.82394783 0.84635374 0.8442241
 0.84313522 0.84397601 0.80418211 0.82807755 0.82167584 0.84143404
 0.82083634 0.83204447 0.86396585 0.83591201 0.83625815 0.86514841
 0.79266854 0.82456924 0.87030229 0.83558652 0.86330392 0.80902948
 0.80485754 0.84839751 0.80377247 0.80040528 0.85308242 0.83587544
 0.83917356 0.85739356 0.79730421 0.83009216 0.84197132 0.76908797
 0.85433037 0.84351551 0.85179117 0.85542639 0.86421893 0.73497407
 0.82450594 0.84787652 0.87286727 0.79817592 0.7572988  0.82380872
 0.85536583 0.80313286 0.82763686 0.87013047 0.8574816  0.748476
 0.85616982 0.85665514 0.83689428 0.84508132 0.85075726 0.81143935
 0.8257048  0.79682533 0.83044264 0.8261338  0.82428141 0.87329489
 0.8311038  0.87373567 0.82164028 0.77522674 0.8515499  0.82791745
 0.79669267 0.78445702 0.83851038 0.83034154 0.8284723  0.86184284
 0.83668556 0.84446058 0.83923896 0.85553209]",0.59,0.0,0.0632698315160054,0.08272032811692678,0.6255555555555555,0.010136652531233746,0.02994661733959629,0.0,-1.2656568471163856,73,run,myopic_prob
