,interaction_histogram,mse,interaction_spread,interaction_similarity,rec_similarity,serendipity_metric,diversity_metric,novelty_metric,timesteps,state,model,lambda
11,[2. 1. 0. ... 0. 0. 0.],161.81150203541137,0.5,0.007598840316815014,0.0045344187985413,0.5617179215270414,0.9252032520325205,270.7787387780672,11,run,cosine_sim,10
12,[1. 0. 1. ... 0. 0. 0.],214.91967094104356,0.5,0.008192452136708498,0.004608761745370553,0.5593849416755037,0.926134087427831,269.8362757526638,12,run,cosine_sim,10
13,[2. 0. 1. ... 0. 0. 0.],197.25378081385082,-0.5,0.008772239587984095,0.004787253675313713,0.5158006362672323,0.9231648403440557,257.6476768380863,13,run,cosine_sim,10
14,[2. 1. 2. ... 0. 0. 0.],230.22044658049208,0.0,0.009345261977337815,0.00465468567139982,0.503711558854719,0.9226581831035704,251.3737622698913,14,run,cosine_sim,10
15,[2. 0. 0. ... 0. 0. 0.],196.98624085449939,0.0,0.009978643514207535,0.004871707657488734,0.5068928950159067,0.9262990455991517,265.1850528463903,15,run,cosine_sim,10
16,[0. 2. 0. ... 1. 0. 0.],208.14088341899702,0.0,0.010613601553801654,0.0047589184054139125,0.5166489925768822,0.9227288794627078,255.64382688043708,16,run,cosine_sim,10
17,[1. 1. 1. ... 0. 0. 0.],192.77997230187628,0.0,0.011224640242884701,0.0049318700102218525,0.5173913043478261,0.9286084599976436,246.18788926102198,17,run,cosine_sim,10
18,[1. 0. 0. ... 0. 0. 0.],186.8943747718261,0.0,0.011820824331890674,0.004767494652324116,0.5108165429480381,0.9252150347590433,242.37931777335066,18,run,cosine_sim,10
19,[0. 1. 1. ... 0. 0. 0.],185.09878228992383,0.0,0.012449415047044863,0.004841475129899642,0.5213149522799576,0.9256627783669142,250.59935373398727,19,run,cosine_sim,10
20,[1. 0. 0. ... 0. 0. 0.],167.66021608082306,0.0,0.013061361502801487,0.004741386614791708,0.5108165429480381,0.9212913868269118,245.4318514630109,20,run,cosine_sim,10
21,[2. 0. 2. ... 0. 0. 0.],171.72370215597368,1.5,0.013708981058980838,0.004839146738823738,0.5090137857900318,0.9223753976670203,243.83115222683696,21,run,cosine_sim,10
22,[1. 2. 2. ... 0. 0. 0.],153.38146865941468,-2.0,0.014319050056509523,0.004786427384677725,0.32534464475079533,0.9222340049487452,227.92271996369908,22,run,cosine_sim,10
23,[2. 2. 0. ... 1. 0. 0.],160.59523110844046,1.5,0.01493663207726657,0.004799384209847347,0.328101802757158,0.9237421939436786,230.23616568752442,23,run,cosine_sim,10
24,[2. 0. 0. ... 0. 0. 0.],141.97325899145704,-0.5,0.015564548901839115,0.00484550136254924,0.3246023329798515,0.921703782255214,222.3925690930381,24,run,cosine_sim,10
25,[1. 1. 1. ... 0. 0. 0.],146.55553388433265,-1.0,0.016156864132276866,0.004868139637038738,0.32523860021208906,0.923683280311064,224.49482197171068,25,run,cosine_sim,10
26,[2. 1. 0. ... 0. 0. 0.],135.06739721619093,1.0,0.016796780062959815,0.004881860084734338,0.3181336161187699,0.9204076823376931,208.7916325099236,26,run,cosine_sim,10
27,[0. 1. 1. ... 0. 0. 0.],135.41416320930892,0.5,0.01737181118377836,0.00493348932323792,0.33011664899257687,0.9218451749734891,208.45568102168323,27,run,cosine_sim,10
28,[3. 1. 0. ... 2. 0. 0.],126.56116913858632,-0.5,0.018028815960409617,0.004853747634781298,0.3289501590668081,0.9242724166372099,219.67008745938276,28,run,cosine_sim,10
29,[1. 0. 1. ... 0. 0. 0.],125.53301716053907,-1.0,0.018651459222057493,0.004878169435945576,0.32778366914103924,0.9200895487215743,218.06543388251754,29,run,cosine_sim,10
30,[0. 0. 2. ... 1. 0. 0.],120.05703978913255,0.5,0.019249613958755678,0.004960963293464968,0.3196182396606575,0.9209261223047014,210.44903510689917,30,run,cosine_sim,10
31,[0. 1. 0. ... 0. 0. 0.],116.90300969974962,-0.5,0.019876669997618883,0.0049169735683626545,0.31378579003181334,0.9204783786968305,206.38009006685675,31,run,cosine_sim,10
32,[0. 0. 1. ... 0. 0. 0.],114.65221532246262,0.0,0.020492706251817705,0.004954679654913484,0.3176033934252386,0.9217980440673974,217.4252135028889,32,run,cosine_sim,10
33,[0. 0. 0. ... 0. 0. 0.],109.61556507335459,0.5,0.021121963347326134,0.004962351469470251,0.30668080593849417,0.9178154825026512,189.41818947985112,33,run,cosine_sim,10
34,[2. 1. 2. ... 1. 0. 0.],107.64660227909408,-0.5,0.021737145972527443,0.0048752729700574345,0.31113467656415694,0.9213738659125722,211.65108712313673,34,run,cosine_sim,10
35,[0. 1. 0. ... 0. 0. 0.],103.9788409433919,0.5,0.02234415268525757,0.0048706896875408655,0.30519618239660656,0.9223871803935432,210.89666600511282,35,run,cosine_sim,10
36,[2. 0. 0. ... 0. 0. 0.],100.43481465755791,0.5,0.02295762849952044,0.00494816836091293,0.3007423117709438,0.9179333097678803,203.01596494891677,36,run,cosine_sim,10
37,[2. 0. 1. ... 0. 0. 0.],97.42437171965557,0.0,0.023583375082365722,0.00492556354809946,0.276458112407211,0.9172734770825971,196.87980088514698,37,run,cosine_sim,10
38,[2. 0. 0. ... 0. 0. 0.],95.98522945506286,0.0,0.02419670381688745,0.00495669180413782,0.2755037115588547,0.9173206079886886,184.55292430771894,38,run,cosine_sim,10
39,[2. 0. 0. ... 0. 0. 0.],91.94742100489457,-0.5,0.02480867807164509,0.004979980550399083,0.27624602332979853,0.9200895487215743,189.08924996558528,39,run,cosine_sim,10
40,[1. 3. 0. ... 0. 0. 0.],89.86714726868232,0.5,0.025483007623622374,0.00492166439245076,0.28006362672322377,0.9199363732767764,192.85630070207992,40,run,cosine_sim,10
41,[2. 3. 1. ... 0. 0. 0.],87.81432480773364,0.5,0.026080803002071176,0.004980438569178575,0.27009544008483566,0.9140803581948864,172.53848329358803,41,run,cosine_sim,10
42,[1. 1. 2. ... 0. 0. 0.],85.96870290519766,-1.0,0.026660459147607053,0.004976241353167046,0.2867444326617179,0.9172970425356428,185.3061186160543,42,run,cosine_sim,10
43,[1. 0. 0. ... 1. 0. 0.],82.8934677145287,0.0,0.027227727606714644,0.005032079993148007,0.2600212089077413,0.9137857900318135,160.64999821503832,43,run,cosine_sim,10
44,[2. 2. 1. ... 0. 0. 0.],81.4592908237863,-0.5,0.027827652009879647,0.0049710437684360835,0.2767762460233298,0.9171203016377991,173.08731656031705,44,run,cosine_sim,10
45,[0. 1. 2. ... 1. 0. 0.],79.49841939158821,0.0,0.02844868681556186,0.005003351113359535,0.27179215270413576,0.913715093672676,165.75965787457636,45,run,cosine_sim,10
46,[1. 0. 1. ... 0. 0. 0.],77.81900449875954,0.5,0.02904140791562272,0.0049566322307492755,0.24729586426299047,0.9155060681041595,174.90463518289584,46,run,cosine_sim,10
47,[2. 1. 0. ... 0. 0. 0.],75.56756322469613,0.0,0.02962742582273204,0.005024555371281795,0.2337221633085896,0.9146812772475551,186.88771318238912,47,run,cosine_sim,10
48,[3. 1. 0. ... 1. 0. 0.],74.68753303250062,1.0,0.030309731188525424,0.004956084658466851,0.2513255567338282,0.9183103570166138,171.4091215207567,48,run,cosine_sim,10
49,[1. 0. 1. ... 0. 0. 0.],71.94619970276825,-1.5,0.030850217413501736,0.00496902117452674,0.24825026511134676,0.9173323907152116,183.02611463949802,49,run,cosine_sim,10
50,[0. 0. 1. ... 0. 0. 0.],70.5740062147022,0.5,0.03143227638113615,0.005051634957939821,0.23584305408271475,0.9154707199245907,169.26177816782908,50,run,cosine_sim,10
51,[0. 0. 1. ... 0. 0. 0.],69.16243016950185,0.0,0.03203661993252809,0.0049954278526822835,0.22990455991516437,0.9150818899493344,160.53506623636386,51,run,cosine_sim,10
52,[1. 0. 2. ... 0. 0. 0.],67.9766318357395,0.0,0.032644019322366886,0.004940992475473835,0.2256627783669141,0.9124896901142926,178.83223270471152,52,run,cosine_sim,10
53,[1. 2. 0. ... 0. 0. 0.],66.36363919560314,0.0,0.033202102512301525,0.004959771245433662,0.22937433722163308,0.9129727819017321,175.00589676482568,53,run,cosine_sim,10
54,[0. 0. 1. ... 1. 0. 0.],64.62818870687991,-0.5,0.03377828279557699,0.0051236646004604106,0.24358430540827147,0.9118534228820551,165.96900909565778,54,run,cosine_sim,10
55,[1. 1. 0. ... 0. 0. 0.],62.96217737733054,0.0,0.03435310518766151,0.005004179725036668,0.23085896076352067,0.9177330034169908,164.89016294325387,55,run,cosine_sim,10
56,[1. 1. 0. ... 0. 0. 0.],61.88704914452849,0.0,0.03492573086053512,0.004982715510509817,0.2163308589607635,0.9132909155178508,157.37735915124355,56,run,cosine_sim,10
57,[0. 3. 0. ... 0. 0. 0.],60.33129327512901,0.0,0.03555663349880965,0.004958272626555442,0.22386002120890774,0.9155885471898199,173.44296926587825,57,run,cosine_sim,10
58,[0. 1. 1. ... 0. 0. 0.],59.17841234484331,0.0,0.036132728476945236,0.005093794348704927,0.22195121951219512,0.9128903028160719,165.21837975480923,58,run,cosine_sim,10
59,[2. 0. 1. ... 0. 0. 0.],58.442786393266154,0.5,0.03668415546833871,0.005010566456497535,0.21972428419936374,0.9126899964651822,168.74179212878641,59,run,cosine_sim,10
60,[0. 1. 1. ... 0. 0. 0.],57.02549470619751,-0.5,0.03725785623125808,0.00509273518027732,0.19883351007423117,0.9107576293154236,170.5625265019417,60,run,cosine_sim,10
61,[0. 0. 0. ... 0. 0. 0.],55.72835707649067,0.5,0.03786098602173436,0.004987299566706754,0.20615058324496288,0.9123247319429717,155.4713041380197,61,run,cosine_sim,10
62,[0. 0. 0. ... 0. 1. 0.],54.64020892506676,-0.5,0.0384455621784422,0.004990641092228202,0.19427359490986215,0.9136915282196303,153.33232184977754,62,run,cosine_sim,10
63,[0. 1. 0. ... 0. 0. 0.],52.86686202550838,0.0,0.03901604027124715,0.005003854779280939,0.21399787910922588,0.914563449982326,146.8249257327934,63,run,cosine_sim,10
64,[0. 0. 0. ... 0. 0. 0.],52.610290027620294,0.0,0.039576888679062956,0.005112860927762702,0.2188759278897137,0.9090255685165548,164.46816682596247,64,run,cosine_sim,10
65,[0. 0. 0. ... 0. 0. 0.],51.14980848243522,1.0,0.0401327579862668,0.005161954815691183,0.20286320254506893,0.9104984093319195,158.82241632243574,65,run,cosine_sim,10
66,[2. 1. 0. ... 0. 0. 0.],50.75606201427341,0.0,0.04070385123358653,0.005065965065767603,0.19501590668080593,0.9145045363497115,170.26987865089927,66,run,cosine_sim,10
67,[0. 1. 0. ... 0. 0. 0.],49.08853541523323,-1.0,0.041277343438375615,0.005056490575946909,0.2009544008483563,0.9127606928243197,170.22780349030415,67,run,cosine_sim,10
68,[1. 0. 1. ... 0. 0. 0.],48.68809395594826,0.0,0.04184726576896166,0.005060551624213187,0.19575821845174973,0.9111818074702487,145.20447764967034,68,run,cosine_sim,10
69,[0. 1. 0. ... 0. 0. 0.],47.49640837162635,0.0,0.04241820796032234,0.005031782899885624,0.1897136797454931,0.9079769058560153,156.86051601656456,69,run,cosine_sim,10
70,[2. 2. 0. ... 0. 0. 0.],47.39756900405689,0.5,0.04300836343958229,0.005099698303614432,0.19416755037115588,0.9136561800400613,152.32337308068634,70,run,cosine_sim,10
71,[1. 0. 0. ... 0. 0. 0.],46.05460939137088,-0.5,0.04358017624250474,0.005037087445927854,0.19490986214209968,0.916295510781195,147.82739114904038,71,run,cosine_sim,10
72,[1. 2. 0. ... 0. 0. 1.],45.31532710780414,-0.5,0.0441343358179169,0.005070137524007283,0.19204665959703077,0.9134794391422176,156.31324814219744,72,run,cosine_sim,10
73,[0. 2. 1. ... 0. 0. 0.],43.56632265565557,1.0,0.04472762537691645,0.005154310660207687,0.18822905620360553,0.9120419465064217,157.7313339359596,73,run,cosine_sim,10
74,[1. 0. 0. ... 0. 0. 0.],43.55748084980248,0.0,0.045270128271516906,0.00502936688950773,0.17465535524920467,0.9098974902792508,139.1017604629082,74,run,cosine_sim,10
75,[0. 2. 0. ... 0. 0. 0.],42.03050693248002,-0.5,0.04583278097389445,0.00495199807874834,0.18282078472958643,0.9152232826676094,135.39321851978193,75,run,cosine_sim,10
76,[0. 1. 0. ... 0. 0. 0.],41.72733836298068,1.0,0.046418403349707836,0.005104615816051182,0.18451749734888653,0.9112171556498175,144.96481155642664,76,run,cosine_sim,10
77,[2. 2. 0. ... 0. 0. 0.],40.77699776697912,0.0,0.04695817453087766,0.0051289004823697375,0.18907741251325558,0.9104512784258278,135.28726104384012,77,run,cosine_sim,10
78,[1. 1. 0. ... 0. 0. 1.],40.317041780554696,-1.0,0.04751175260181552,0.005101169650259579,0.17762460233297986,0.9094968775774716,137.7889504326113,78,run,cosine_sim,10
79,[2. 3. 2. ... 0. 0. 1.],39.33591034608819,0.0,0.04806088775432763,0.005057024415402758,0.18059384941675505,0.9113114174620008,150.54806672501894,79,run,cosine_sim,10
80,[0. 3. 0. ... 1. 0. 0.],39.02063292023984,1.0,0.048684806565235744,0.005086766042796579,0.17401908801696714,0.9110993283845883,144.45422056373167,80,run,cosine_sim,10
81,[0. 0. 0. ... 1. 0. 0.],38.03255252445552,-1.0,0.04924393994768724,0.005094506134646063,0.1773064687168611,0.9130906091669613,152.4531517743153,81,run,cosine_sim,10
82,[1. 1. 0. ... 0. 0. 0.],37.9841580385032,1.0,0.04981664274908943,0.005015713752004422,0.16659597030752915,0.912583951926476,158.91050386310295,82,run,cosine_sim,10
83,[1. 0. 0. ... 0. 0. 0.],36.67379274420163,-1.0,0.05035160707951478,0.005053358717805949,0.16373276776246024,0.9093790503122423,148.90343743092365,83,run,cosine_sim,10
84,[1. 2. 0. ... 0. 0. 0.],36.38405604423699,0.0,0.05088107537227054,0.004987243088039683,0.16564156945917285,0.9107811947684695,143.91603753734412,84,run,cosine_sim,10
85,[3. 0. 1. ... 0. 0. 1.],35.35888146308632,-0.5,0.051450864741470516,0.005120905656258165,0.15683987274655356,0.908860610345234,133.73871816014824,85,run,cosine_sim,10
86,[1. 0. 0. ... 1. 0. 0.],35.11395838323767,0.5,0.05199086828296631,0.005094254688525545,0.1653234358430541,0.9129492164486863,128.31694715777328,86,run,cosine_sim,10
87,[0. 1. 0. ... 0. 0. 1.],34.21295815753256,0.0,0.05252170128468785,0.005114073284903712,0.16638388123011666,0.9133733946035113,136.56455572772555,87,run,cosine_sim,10
88,[1. 0. 2. ... 1. 0. 0.],34.06971938201255,0.0,0.053070687658036735,0.005057220930216923,0.16755037115588547,0.9128078237304114,140.15697023318558,88,run,cosine_sim,10
89,[3. 2. 2. ... 0. 0. 0.],33.270253385378496,0.0,0.053656471639590295,0.005041429727008901,0.1653234358430541,0.910427712972782,146.3320883250905,89,run,cosine_sim,10
90,[0. 0. 0. ... 0. 0. 0.],33.02857029137145,1.0,0.054185751822471845,0.00508066731385374,0.14952279957582185,0.9114528101802758,147.50361799345427,90,run,cosine_sim,10
91,[1. 0. 0. ... 0. 0. 0.],31.97086495995176,-1.0,0.05475092205009493,0.005124967478204823,0.1540827147401909,0.909131613055261,132.97772687209311,91,run,cosine_sim,10
92,[1. 2. 1. ... 0. 0. 0.],31.699992025755996,0.5,0.055291326507288185,0.005065356179315793,0.1540827147401909,0.9087781312595735,128.9281363827561,92,run,cosine_sim,10
93,[1. 0. 2. ... 0. 0. 0.],31.094643521076776,-0.5,0.05584623145759902,0.005041140757390431,0.1466595970307529,0.9099799693649112,150.23935457861168,93,run,cosine_sim,10
94,[1. 2. 1. ... 0. 0. 0.],30.626255953449938,-0.5,0.05641831237917146,0.005029602668600726,0.14422057264050903,0.9090844821491694,130.57216570317019,94,run,cosine_sim,10
95,[0. 1. 0. ... 1. 0. 0.],30.1923413241593,0.0,0.056975080337738605,0.005045403736233468,0.15249204665959704,0.9111464592906799,121.69603616296935,95,run,cosine_sim,10
96,[1. 0. 0. ... 0. 0. 0.],29.55868975905272,1.5,0.05755230550081898,0.005034773367938816,0.14634146341463414,0.9090726994226466,131.59674481523268,96,run,cosine_sim,10
97,[1. 0. 0. ... 0. 0. 0.],29.051678189509232,-1.5,0.058103934452437424,0.005005292277409864,0.1511134676564157,0.9103570166136445,125.94110544022465,97,run,cosine_sim,10
98,[2. 0. 0. ... 0. 0. 0.],28.69875232325789,0.5,0.05867079506088892,0.005086438775999738,0.14517497348886532,0.9114528101802759,130.5504596046994,98,run,cosine_sim,10
99,[0. 1. 1. ... 1. 0. 0.],28.333473367654257,0.0,0.05918777162719901,0.005056878963493047,0.14273594909862142,0.9099799693649111,130.49038992810506,99,run,cosine_sim,10
100,[0. 1. 1. ... 0. 0. 0.],27.735500143329652,-0.5,0.05970008373616544,0.005058489766025017,0.1420996818663839,0.9069753741015673,141.7326987571215,100,run,cosine_sim,10
101,[0. 0. 0. ... 1. 0. 0.],27.28388487713379,0.5,0.06026936665205736,0.005170581158405411,0.14093319194061507,0.9107104984093319,130.20609773463335,101,run,cosine_sim,10
102,[0. 1. 1. ... 0. 0. 0.],26.874437879631877,-0.5,0.06084059966718752,0.005148051779428087,0.1457051961823966,0.9093437021326736,139.45688453588212,102,run,cosine_sim,10
103,[0. 1. 1. ... 0. 0. 0.],26.42795076604546,0.5,0.06135713098663437,0.005026268299622723,0.08494167550371155,0.9098385766466361,133.57946928263974,103,run,cosine_sim,10
104,[1. 1. 1. ... 0. 0. 0.],26.04198857466644,0.0,0.06188466870005583,0.0051342980634765415,0.08133616118769883,0.9105926711441028,121.73636234423945,104,run,cosine_sim,10
105,[0. 0. 3. ... 0. 0. 1.],25.63050107260047,-0.5,0.062456622889207815,0.005067699657158905,0.07412513255567338,0.9076587722398963,126.73360592590168,105,run,cosine_sim,10
106,[1. 1. 1. ... 0. 0. 0.],25.421698591974966,1.0,0.06300050575307611,0.005093317761596523,0.08875927889713679,0.9044774360787087,127.14447225038505,106,run,cosine_sim,10
107,[0. 0. 0. ... 0. 0. 0.],25.13723413695725,-0.5,0.063569672203411,0.00506450822562939,0.04209968186638388,0.9078119476846944,124.77697527701422,107,run,cosine_sim,10
108,[1. 1. 1. ... 0. 0. 0.],24.474282419330766,0.5,0.06413472908201381,0.005109549575775705,0.09893955461293744,0.9080240367621067,131.90665418949752,108,run,cosine_sim,10
109,[0. 3. 1. ... 0. 0. 0.],23.980732371295105,-1.0,0.06465413947702547,0.005076224067484287,0.10349946977730647,0.9066925886650171,122.40354251530658,109,run,cosine_sim,10
110,[0. 1. 2. ... 0. 0. 0.],23.702580313060015,1.0,0.06520966699082563,0.005110202562008646,0.0990455991516437,0.9069518086485214,133.61331957633737,110,run,cosine_sim,10
