,interaction_histogram,mse,interaction_spread,interaction_similarity,rec_similarity,serendipity_metric,diversity_metric,novelty_metric,timesteps,state,model,lambda
11,[ 0.  1. 13. ...  0.  0.  0.],0.08067094236043607,21.5,0.008091491483391236,0.09827388831882986,0.5033934252386002,0.938399905738188,318.7646627380876,11,run,cosine_sim,10
12,[ 0.  3. 11. ...  0.  0.  0.],0.1641003919866057,-11.0,0.009368666993875691,0.03932691953088575,0.5465535524920466,0.9431836927064924,460.842210201999,12,run,cosine_sim,10
13,[ 0.  1. 11. ...  0.  0.  0.],0.15903118270168698,-3.0,0.010539337516560785,0.02269713665582031,0.5773064687168611,0.9489100977966302,556.9204792202145,13,run,cosine_sim,10
14,[2. 5. 3. ... 0. 0. 0.],0.21519291979353125,0.5,0.011808009513174832,0.02920903517756391,0.5463414634146342,0.9515729939908096,596.7413511707089,14,run,cosine_sim,10
15,[1. 3. 4. ... 0. 0. 0.],0.2576417846399921,-1.5,0.012891897897376771,0.02790867357950932,0.5660657476139979,0.9536938847649348,648.94058013857,15,run,cosine_sim,10
16,[0. 0. 3. ... 0. 0. 0.],0.31398629047698606,4.0,0.013902976143075726,0.029637626228646675,0.4244962884411453,0.9562625191469307,664.6585929643942,16,run,cosine_sim,10
17,[0. 1. 1. ... 0. 0. 0.],0.3810876704333328,-3.5,0.014631687224457467,0.024839081531621496,0.4377518557794274,0.9579945799457995,686.2542684613364,17,run,cosine_sim,10
18,[0. 1. 8. ... 0. 0. 0.],0.45075963559268684,-1.0,0.014999979109394306,0.01900387400498906,0.6139978791092259,0.9590432426063391,704.6881443210336,18,run,cosine_sim,10
19,[ 0.  1. 11. ...  0.  0.  0.],0.5210081982982484,5.5,0.015240245418283014,0.01637780747170953,0.44294803817603395,0.9606103452338872,708.2468757239276,19,run,cosine_sim,10
20,[ 0.  0. 11. ...  0.  0.  0.],0.5870243714742502,3.5,0.015314135393616231,0.015348473319733545,0.5762460233297985,0.9606810415930247,706.1896989762873,20,run,cosine_sim,10
21,[ 1.  0. 13. ...  1.  0.  0.],0.6485667890510124,5.5,0.015376817571791834,0.014426854043682652,0.44135737009544007,0.9606692588665018,700.4268297265058,21,run,cosine_sim,10
22,[ 0.  0. 12. ...  0.  0.  0.],0.7060837073636048,1.0,0.015391857441852968,0.013863989775307006,0.44167550371155884,0.9608106515847767,707.2079713915895,22,run,cosine_sim,10
23,[ 0.  0. 13. ...  0.  0.  0.],0.7599092373421529,3.0,0.015382481136924954,0.013490645090039602,0.428525980911983,0.9604100388829976,702.4647854808834,23,run,cosine_sim,10
24,[ 0.  0. 12. ...  0.  1.  0.],0.8113253074230845,4.0,0.015362155474883345,0.01326982259254926,0.4278897136797455,0.9602332979851538,697.9221284094152,24,run,cosine_sim,10
25,[ 0.  0. 13. ...  0.  0.  0.],0.8606894188006996,2.5,0.015347722526270266,0.01303155998556066,0.4031813361611877,0.9600329916342641,695.9810831971812,25,run,cosine_sim,10
26,[ 0.  0. 14. ...  0.  0.  0.],0.9087564571358435,2.5,0.015330866574131711,0.012820199018744805,0.3780487804878049,0.9598326852833746,698.4247255996422,26,run,cosine_sim,10
27,[ 0.  0. 13. ...  0.  0.  0.],0.9555330765896097,1.5,0.015316231065489991,0.012678959218394866,0.35196182396606573,0.9598326852833746,693.2935674478166,27,run,cosine_sim,10
28,[ 0.  0. 14. ...  0.  1.  0.],1.0011844203776823,0.5,0.015304610817429135,0.012590372622519282,0.3498409331919406,0.959655944385531,693.1826293023018,28,run,cosine_sim,10
29,[ 0.  0. 13. ...  0.  0.  0.],1.046133844018032,-0.5,0.015297554906683667,0.012410681681421456,0.32099681866383883,0.9594320725815955,691.6210414052234,29,run,cosine_sim,10
30,[ 0.  0. 14. ...  0.  0.  0.],1.0901716922534757,0.0,0.015290369076939009,0.012261584189805693,0.3142099681866384,0.9594792034876872,695.1647258064646,30,run,cosine_sim,10
31,[ 0.  0. 14. ...  0.  0.  0.],1.1335964732065709,0.0,0.015284414411514196,0.012211750663442711,0.30668080593849417,0.959361376222458,693.018349383577,31,run,cosine_sim,10
32,[ 0.  0. 13. ...  0.  0.  0.],1.1767268989611839,2.0,0.015281122613775924,0.012134344522605407,0.30201484623541885,0.9592906798633205,692.9425188745645,32,run,cosine_sim,10
33,[ 0.  0. 14. ...  0.  0.  0.],1.219703178080396,-0.5,0.015275969227535513,0.012039447015945271,0.28377518557794273,0.9593260280428891,693.2244275220887,33,run,cosine_sim,10
34,[ 0.  0. 15. ...  0.  0.  0.],1.2625899536014789,-0.5,0.01527354925336787,0.012012488123425084,0.2815482502651113,0.95949098621421,693.4482110213471,34,run,cosine_sim,10
35,[ 0.  0. 14. ...  0.  0.  0.],1.3051973577934464,0.0,0.01527225627509908,0.011960482876261294,0.2775185577942736,0.9596795098385767,693.6199344043085,35,run,cosine_sim,10
36,[ 0.  0. 12. ...  0.  0.  0.],1.3478147989596023,1.0,0.015268897863493962,0.011890741780277513,0.2650053022269353,0.9598798161894663,688.8541819122389,36,run,cosine_sim,10
37,[ 0.  0. 14. ...  0.  0.  1.],1.3905350198636006,-1.0,0.01526479943416934,0.011843504338398722,0.2569459172852598,0.9598562507364204,689.0422960431542,37,run,cosine_sim,10
38,[ 0.  0. 12. ...  0.  0.  0.],1.4333137780561869,0.0,0.015267825085487338,0.01181370777969856,0.24984093319194062,0.959915164369035,688.869634915378,38,run,cosine_sim,10
39,[ 0.  0. 14. ...  0.  0.  0.],1.476376552027873,0.5,0.015261403889719938,0.011793513948340564,0.24506892895015905,0.959915164369035,686.2045081807817,39,run,cosine_sim,10
40,[ 0.  0. 14. ...  0.  0.  0.],1.5197658495908273,0.5,0.015263545210222286,0.01169054095939022,0.24432661717921528,0.960068339813833,691.8619697750288,40,run,cosine_sim,10
41,[ 0.  0. 14. ...  0.  0.  0.],1.563356108899637,-0.5,0.015261557609102463,0.011661802988857394,0.23679745493107104,0.9602215152586309,695.5815016393535,41,run,cosine_sim,10
42,[ 0.  0. 14. ...  0.  0.  0.],1.6067817626565406,0.5,0.015263923471061465,0.011624830157877962,0.21739130434782608,0.9600212089077413,694.2080982833437,42,run,cosine_sim,10
43,[ 0.  0. 12. ...  0.  0.  0.],1.649931509033114,-1.5,0.015255910788377913,0.011600876046497826,0.20965005302226936,0.9599858607281726,694.8439596239217,43,run,cosine_sim,10
44,[ 0.  0. 14. ...  0.  0.  0.],1.6938982778551557,1.0,0.015250821271544382,0.011588098715174229,0.20837751855779427,0.9597855543772829,691.8486055980396,44,run,cosine_sim,10
45,[ 0.  0. 14. ...  0.  0.  0.],1.7386877162025167,0.5,0.015248246971228806,0.011594733411193934,0.20827147401908802,0.9599858607281726,693.9458676656375,45,run,cosine_sim,10
46,[ 0.  0. 14. ...  0.  0.  0.],1.7836240299668742,-1.5,0.015243317643921568,0.01160358682909699,0.19618239660657477,0.9598326852833746,691.5185353848902,46,run,cosine_sim,10
47,[ 0.  0. 13. ...  0.  0.  0.],1.8285175247095218,0.0,0.015240292586782745,0.011608239162586648,0.14114528101802756,0.9595498998468246,688.7676016006852,47,run,cosine_sim,10
48,[ 0.  0. 14. ...  0.  0.  0.],1.8733759713118925,0.0,0.015239440579646015,0.011584025868282298,0.13340402969247084,0.95949098621421,688.3798375591463,48,run,cosine_sim,10
49,[ 0.  0. 14. ...  0.  0.  0.],1.9190146461556183,1.0,0.015248541844987855,0.011602242946292921,0.07147401908801697,0.9597030752916226,690.3264038603654,49,run,cosine_sim,10
50,[ 0.  0. 14. ...  0.  0.  0.],1.9653578554129358,0.0,0.015253217619677933,0.011599987861432164,0.06988335100742311,0.9597737716507602,694.6149015664602,50,run,cosine_sim,10
51,[ 0.  0. 14. ...  0.  0.  0.],2.011631350836002,0.5,0.015254282882920365,0.011644894010933668,0.04867444326617179,0.9599740780016497,697.0575685908858,51,run,cosine_sim,10
52,[ 0.  0. 14. ...  0.  0.  0.],2.0576750953597225,-1.0,0.015254662793320741,0.011657565348046461,0.04782608695652174,0.9600565570873102,697.8809240587874,52,run,cosine_sim,10
53,[ 0.  0. 14. ...  0.  0.  0.],2.103461477627691,-0.5,0.015258504954708804,0.011620915335201749,0.02990455991516437,0.9599505125486038,696.5157670555437,53,run,cosine_sim,10
54,[ 0.  0. 13. ...  1.  0.  0.],2.149386319376724,0.0,0.015256072058325017,0.011614190118578652,0.02576882290562036,0.9599740780016497,696.5406787325816,54,run,cosine_sim,10
55,[ 0.  0. 14. ...  0.  0.  0.],2.1950492622723505,0.0,0.015255770397881167,0.011594512525448065,0.036585365853658534,0.9597737716507602,694.9862104257127,55,run,cosine_sim,10
56,[ 0.  0. 13. ...  0.  0.  0.],2.2408708257110304,1.5,0.01525778070471347,0.0115953405568649,0.04305408271474019,0.9600094261812184,698.0704812711743,56,run,cosine_sim,10
57,[ 0.  0. 12. ...  0.  0.  0.],2.287603343042168,0.0,0.015255164078150227,0.011541092603726296,0.013997879109225874,0.9599976434546955,695.2267685223294,57,run,cosine_sim,10
58,[ 0.  0. 14. ...  0.  0.  0.],2.3344306326003483,-0.5,0.015254631732376074,0.01160257098677012,0.001696712619300106,0.9599740780016497,688.1076369341447,58,run,cosine_sim,10
59,[ 0.  0. 14. ...  0.  0.  0.],2.381227544028953,0.0,0.015256112400222165,0.011629481330847043,0.01855779427359491,0.959926947095558,691.3106991418616,59,run,cosine_sim,10
60,[ 0.  0. 14. ...  0.  0.  0.],2.4280901393192353,0.0,0.015264531386210175,0.011629694286369103,0.02735949098621421,0.9599976434546955,693.7337214378153,60,run,cosine_sim,10
61,[ 0.  0. 14. ...  0.  0.  0.],2.4755519723474184,-0.5,0.015267867439555953,0.011647114860438006,0.04528101802757158,0.9598444680098976,695.8091601749231,61,run,cosine_sim,10
62,[ 0.  0. 13. ...  0.  0.  0.],2.522251317716146,0.0,0.015279779160994858,0.011721838651429771,0.04782608695652174,0.9598091198303289,693.5941842888353,62,run,cosine_sim,10
63,[ 0.  0. 14. ...  0.  0.  0.],2.5689751967664343,1.0,0.015282597989972634,0.011746925817712929,0.044114528101802754,0.9597384234711912,699.7643790630618,63,run,cosine_sim,10
64,[ 0.  0. 14. ...  0.  0.  0.],2.6157582893937077,-1.0,0.015281825120628175,0.01172998453863373,0.02237539766702015,0.9597030752916226,699.1231713639495,64,run,cosine_sim,10
65,[ 0.  0. 14. ...  0.  0.  0.],2.6622933864795844,0.0,0.015288608352519814,0.01175446997500851,0.03414634146341464,0.9595970307529164,695.9807962805735,65,run,cosine_sim,10
66,[ 0.  0. 14. ...  0.  0.  0.],2.7094857633925713,0.5,0.01528688684829019,0.011759644929588633,0.11463414634146342,0.9595263343937788,699.1577594225131,66,run,cosine_sim,10
67,[ 0.  0. 14. ...  0.  0.  0.],2.7557940861717145,-1.0,0.015285340563815024,0.011753626276564165,0.08356309650053022,0.9597973371038059,697.4722717491859,67,run,cosine_sim,10
68,[ 0.  0. 14. ...  0.  0.  0.],2.802255383092294,1.0,0.01528922572716806,0.011754726450051427,0.08398727465535524,0.9598091198303289,697.6537515302043,68,run,cosine_sim,10
69,[ 0.  0. 14. ...  0.  0.  0.],2.8493149745628057,-0.5,0.015291339890248421,0.011804351469554476,0.12979851537645812,0.9597502061977142,696.2981879717299,69,run,cosine_sim,10
70,[ 0.  0. 14. ...  0.  0.  0.],2.8957969322664825,0.5,0.015293420321003788,0.011790954613673962,0.1016967126193001,0.9596912925650998,697.1596272193261,70,run,cosine_sim,10
71,[ 0.  0. 14. ...  0.  0.  0.],2.9415372745395474,0.0,0.01529797867797966,0.011855711080448838,0.15630965005302228,0.9596205962059622,698.2256546808737,71,run,cosine_sim,10
72,[ 0.  0. 14. ...  0.  0.  0.],2.986781451087839,-0.5,0.015301865543104835,0.011840007496542817,0.2076352067868505,0.9595498998468246,694.6017249311986,72,run,cosine_sim,10
73,[ 0.  0. 14. ...  0.  0.  0.],3.0307584920375463,0.5,0.015303590806351039,0.011825152833423643,0.08218451749734888,0.9594085071285496,694.7769072786584,73,run,cosine_sim,10
74,[ 0.  0. 14. ...  0.  0.  0.],3.075455182983812,0.0,0.015305912664379643,0.011819064742585898,0.07539766702014847,0.9595145516672559,693.0068713445033,74,run,cosine_sim,10
75,[ 0.  0. 14. ...  0.  0.  0.],3.120976280249083,-0.5,0.015306945999731588,0.011845414942074365,0.1176033934252386,0.9597973371038059,693.2406177922569,75,run,cosine_sim,10
76,[ 0.  0. 14. ...  0.  0.  0.],3.1638467347413073,-2.0,0.015306035057759269,0.01185014232255999,0.1290562036055143,0.9596559443855309,689.5590238279024,76,run,cosine_sim,10
77,[ 0.  0. 13. ...  0.  0.  0.],3.2062449931827293,2.0,0.01530875467371941,0.011858365190960842,0.11060445387062566,0.959632378932485,691.1378583795179,77,run,cosine_sim,10
78,[ 0.  0. 14. ...  0.  0.  0.],3.2488226366773243,-1.0,0.015311009823553967,0.011886719996290034,0.11166489925768823,0.959644161659008,692.3752812923856,78,run,cosine_sim,10
79,[ 0.  0. 14. ...  0.  0.  0.],3.2913287551907953,-0.5,0.015326639753374751,0.011913358778556806,0.1449628844114528,0.959915164369035,693.1055602625231,79,run,cosine_sim,10
80,[ 0.  0. 14. ...  0.  0.  0.],3.33327351596435,1.0,0.015326270837669022,0.011910330980425725,0.11505832449628844,0.9598091198303289,692.502044348298,80,run,cosine_sim,10
81,[ 0.  0. 13. ...  0.  0.  0.],3.375219192884023,1.0,0.015347616190836955,0.0119558574281645,0.12332979851537645,0.9600094261812184,691.4238549442252,81,run,cosine_sim,10
82,[ 0.  0. 14. ...  0.  0.  0.],3.4180628832429627,0.0,0.015353970741593208,0.01194752179584961,0.14485683987274656,0.9599858607281726,691.0743588462668,82,run,cosine_sim,10
83,[ 0.  0. 13. ...  0.  0.  0.],3.4592291446395427,0.0,0.015366203224333448,0.011967237879578648,0.11219512195121951,0.9595263343937789,690.8713886046207,83,run,cosine_sim,10
84,[ 0.  0. 14. ...  0.  0.  0.],3.5004300482009376,-1.5,0.015376423330626032,0.011990332818907018,0.10265111346765642,0.9594320725815955,691.4512288078179,84,run,cosine_sim,10
85,[ 0.  0. 14. ...  0.  0.  0.],3.542918839522002,1.0,0.015382938265845034,0.012004912051814193,0.08101802757158007,0.9593024625898433,690.5949193728808,85,run,cosine_sim,10
86,[ 0.  0. 14. ...  0.  0.  0.],3.582959207339328,0.5,0.015386376443306381,0.011999079275498805,0.12025450689289502,0.9591257216919996,685.4106451085426,86,run,cosine_sim,10
87,[ 0.  0. 14. ...  0.  0.  0.],3.6243976953618877,0.5,0.01540834466563753,0.01203538113217666,0.10752916224814422,0.9592788971367976,684.420929648109,87,run,cosine_sim,10
88,[ 0.  0. 14. ...  0.  0.  0.],3.664267809009765,-1.0,0.01541336599019045,0.012108947110493542,0.1104984093319194,0.959078590785908,687.1533938599539,88,run,cosine_sim,10
89,[ 0.  0. 14. ...  0.  0.  0.],3.7036543734213017,1.0,0.015422817628539818,0.012097957947926924,0.11155885471898197,0.9591257216919996,686.9909912703865,89,run,cosine_sim,10
90,[ 0.  0. 14. ...  0.  0.  0.],3.7429740135947775,-0.5,0.01543224460186458,0.012154751309485436,0.11240721102863202,0.9591375044185225,686.6189927274694,90,run,cosine_sim,10
91,[ 0.  0. 13. ...  0.  0.  0.],3.7809192076542817,-0.5,0.015433686584738546,0.012156055734590589,0.11919406150583245,0.9591964180511372,686.414785725155,91,run,cosine_sim,10
92,[ 0.  1. 14. ...  0.  0.  0.],3.8175528238446796,-0.5,0.015442376363290574,0.012149790857788114,0.1129374337221633,0.959078590785908,682.0668353042807,92,run,cosine_sim,10
93,[ 0.  0. 13. ...  0.  0.  0.],3.8552171890759332,0.5,0.015460450155858849,0.012192781181271452,0.12216330858960764,0.9592435489572289,677.8204242871257,93,run,cosine_sim,10
94,[ 0.  0. 13. ...  0.  0.  0.],3.893760581337797,0.0,0.015472402809116978,0.012257327206985469,0.11770943796394485,0.9591375044185225,679.105586414177,94,run,cosine_sim,10
95,[ 0.  0. 14. ...  0.  0.  0.],3.930137859442769,-1.0,0.015481944393797274,0.012285508901331696,0.15047720042417814,0.9593495934959351,675.225328874521,95,run,cosine_sim,10
96,[ 0.  0. 13. ...  0.  0.  0.],3.965668243696355,1.0,0.015491545579401389,0.01231103861278694,0.1428419936373277,0.9591257216919996,673.0678407073681,96,run,cosine_sim,10
97,[ 0.  0. 14. ...  0.  0.  0.],4.002201661840165,-1.0,0.015506091335579947,0.012322860255432529,0.1559915164369035,0.9589961117002476,675.2981211002304,97,run,cosine_sim,10
98,[ 0.  0. 14. ...  0.  0.  0.],4.038199914781792,0.0,0.01551218079349775,0.012344447485138316,0.14135737009544008,0.9588193708024038,675.647503500562,98,run,cosine_sim,10
99,[ 0.  0. 13. ...  0.  0.  0.],4.071933163424165,0.0,0.015534921737683905,0.012390006620872767,0.1349946977730647,0.9587958053493579,672.5471252211494,99,run,cosine_sim,10
100,[ 0.  0. 13. ...  0.  0.  0.],4.105547734082021,0.0,0.015560733439499945,0.012441956356469944,0.1357370095440085,0.9585248026393309,671.0155598207648,100,run,cosine_sim,10
101,[ 0.  0. 13. ...  0.  0.  0.],4.139175146367392,1.5,0.015583991578076734,0.012399112451996786,0.14167550371155885,0.9583834099210558,669.2041013267668,101,run,cosine_sim,10
102,[ 0.  0. 14. ...  0.  0.  0.],4.173120059786017,-1.0,0.015610591969835323,0.012409294859356764,0.13966065747613998,0.958218451749735,666.4555825160071,102,run,cosine_sim,10
103,[ 0.  0. 14. ...  0.  0.  0.],4.205365303171421,0.5,0.015614256312002724,0.012388185570700013,0.16585365853658537,0.957935666313185,662.2311993026632,103,run,cosine_sim,10
104,[ 0.  0. 14. ...  0.  0.  0.],4.2395539912269475,0.0,0.015631281730680673,0.01242742586542613,0.17412513255567338,0.9578885354070933,661.2679598910762,104,run,cosine_sim,10
105,[ 0.  0. 14. ...  0.  0.  0.],4.269086824363065,-1.5,0.01566279586567566,0.012511463027301382,0.16595970307529162,0.9578060563214329,658.0097096157054,105,run,cosine_sim,10
106,[ 0.  0. 14. ...  0.  0.  0.],4.300980876041365,1.5,0.015682868781425312,0.012533789702021552,0.15949098621420996,0.9577942735949099,656.8919881445577,106,run,cosine_sim,10
107,[ 0.  0. 13. ...  0.  0.  0.],4.3322006080478594,0.0,0.015710484671714074,0.012517458276494618,0.16171792152704137,0.9577942735949099,657.3591656162288,107,run,cosine_sim,10
108,[ 0.  0. 12. ...  0.  0.  0.],4.365216483673497,-1.5,0.015721034845766493,0.012547588871694866,0.1582184517497349,0.9576528808766349,656.7808124877267,108,run,cosine_sim,10
109,[ 0.  0. 14. ...  0.  0.  0.],4.395741165914584,-0.5,0.015735407830466116,0.012551778157482598,0.16839872746553552,0.957334747260516,656.5905237593921,109,run,cosine_sim,10
110,[ 0.  0. 14. ...  0.  0.  0.],4.42548520445037,2.0,0.015763601800673047,0.012646364257793473,0.1664899257688229,0.9572876163544245,654.6157669610399,110,run,cosine_sim,10
