,interaction_histogram,mse,interaction_spread,interaction_similarity,rec_similarity,serendipity_metric,diversity_metric,novelty_metric,timesteps,state,model,lambda
18,[1. 0. 0. ... 0. 0. 0.],419.79978198446776,0.0,0.011833740606768813,0.004793021462477975,0.5117709437963945,0.9260162601626016,247.88258140735707,18,run,cosine_sim,10
19,[0. 1. 1. ... 0. 0. 0.],416.47514435280283,0.5,0.012452528241864597,0.004878030366898933,0.5196182396606575,0.9261694356073997,250.52963431884834,19,run,cosine_sim,10
20,[1. 0. 0. ... 0. 0. 0.],377.94913996682527,0.0,0.013061404858314514,0.004768559816774604,0.5120890774125133,0.9231294921644869,252.00228587364532,20,run,cosine_sim,10
21,[2. 1. 2. ... 0. 0. 0.],389.6611394188227,1.5,0.013703519579539226,0.004894644379181266,0.511983032873807,0.9227288794627078,242.31957198724257,21,run,cosine_sim,10
22,[0. 2. 2. ... 0. 0. 0.],348.2921938226733,-2.0,0.01431240300540982,0.004833020737647836,0.32343584305408274,0.9217273477082598,227.05838698031206,22,run,cosine_sim,10
23,[2. 3. 0. ... 0. 0. 0.],365.0396797447698,2.5,0.014970386744720851,0.0048216182363431245,0.33213149522799573,0.9243077648167788,235.14691841720716,23,run,cosine_sim,10
24,[2. 0. 0. ... 0. 0. 0.],326.7271673401695,-2.5,0.015608984979604067,0.004867936739361509,0.3221633085896076,0.9223047013078828,222.63549734406902,24,run,cosine_sim,10
25,[1. 2. 1. ... 0. 0. 0.],335.80276510688003,1.5,0.01624108743339819,0.004889574451711492,0.3149522799575822,0.9228467067279369,237.0253992390796,25,run,cosine_sim,10
26,[1. 0. 0. ... 0. 0. 0.],312.0550345408884,-1.0,0.016874459960482646,0.004876729036515247,0.3129374337221633,0.9204548132437848,216.551339004775,26,run,cosine_sim,10
27,[0. 2. 1. ... 0. 0. 0.],313.43067132386767,-1.0,0.01749632827481464,0.004949157898107176,0.32184517497348886,0.9213385177330035,218.70484940316396,27,run,cosine_sim,10
28,[2. 1. 0. ... 2. 0. 0.],293.30450880120674,0.0,0.018116054785080483,0.004904211710646469,0.31749734888653236,0.9219394367856724,218.74434035280115,28,run,cosine_sim,10
29,[1. 0. 1. ... 0. 0. 0.],292.29971809647395,0.5,0.01875149616503214,0.004865737166067344,0.3183457051961824,0.9215506068104161,227.244455695827,29,run,cosine_sim,10
30,[0. 0. 0. ... 1. 0. 0.],278.46301002832695,-0.5,0.01936157324460815,0.005025925365798378,0.3178154825026511,0.9197360669258867,217.36280587098267,30,run,cosine_sim,10
31,[1. 0. 1. ... 0. 0. 0.],275.4783764028854,0.5,0.019986576869989343,0.00497487870861398,0.3095440084835631,0.9203369859785555,209.11012434740937,31,run,cosine_sim,10
32,[0. 1. 0. ... 0. 0. 0.],267.58926278522387,-0.5,0.020609315387558683,0.004974402314925668,0.3172852598091198,0.9211735595616827,218.4472553900041,32,run,cosine_sim,10
33,[0. 0. 0. ... 0. 0. 0.],257.8911574329827,0.5,0.021242756930086374,0.004976455662629756,0.3016967126193001,0.9181807470248615,206.0474513887452,33,run,cosine_sim,10
34,[2. 1. 1. ... 1. 0. 0.],252.98293537948945,0.5,0.021872154512667514,0.00493713413146471,0.28865323435843054,0.9207611641333805,214.0221728334596,34,run,cosine_sim,10
35,[0. 1. 0. ... 0. 0. 0.],246.25036065556478,0.0,0.022504228346783665,0.004940630393060317,0.28515376458112407,0.9199363732767764,213.4171263127579,35,run,cosine_sim,10
36,[1. 1. 0. ... 0. 0. 0.],239.25622476114967,0.0,0.02311649200027942,0.004994967512861669,0.2939554612937434,0.9178154825026512,188.42967649729755,36,run,cosine_sim,10
37,[1. 0. 0. ... 0. 0. 0.],233.66914702211025,1.5,0.02376347958524437,0.005047766362665774,0.3006362672322375,0.9195004123954283,187.74404411477025,37,run,cosine_sim,10
38,[2. 0. 0. ... 0. 0. 0.],228.3938790256535,-1.0,0.02442814432812762,0.005010615972041253,0.2970307529162248,0.9231294921644869,185.19374377498423,38,run,cosine_sim,10
39,[4. 0. 0. ... 1. 0. 0.],222.95075004283453,-1.0,0.025041316918131214,0.005060764192895057,0.28207847295864263,0.9205844232355368,185.2375267740438,39,run,cosine_sim,10
40,[2. 2. 0. ... 0. 0. 0.],217.94999600138962,0.5,0.025698655019074538,0.004988063189232731,0.2564156945917285,0.9208789913986096,192.16924986561057,40,run,cosine_sim,10
41,[1. 1. 2. ... 0. 0. 0.],211.41276798037265,2.0,0.02631992998227957,0.0050682017757195524,0.2606574761399788,0.9165900789442679,172.97767538355103,41,run,cosine_sim,10
42,[0. 3. 3. ... 1. 0. 0.],208.37627024599087,-2.5,0.02695827926961828,0.005051768030963606,0.24899257688229057,0.9173677388947804,177.00136752967936,42,run,cosine_sim,10
43,[0. 0. 0. ... 1. 0. 0.],203.63575634128813,0.0,0.027537386458035096,0.005019758552982892,0.25970307529162245,0.9170260398256158,167.81626535666143,43,run,cosine_sim,10
44,[0. 3. 1. ... 0. 0. 0.],198.84844609040437,0.0,0.028162117995297668,0.005055333150112204,0.24602332979851538,0.9197360669258867,175.4471841492195,44,run,cosine_sim,10
45,[0. 0. 0. ... 1. 0. 0.],194.7467433784814,0.0,0.028821430788346043,0.005077167183856273,0.2503711558854719,0.9149169317780136,184.26625547723205,45,run,cosine_sim,10
46,[0. 0. 0. ... 0. 0. 0.],191.56155969023675,-0.5,0.02937227286086134,0.005093647349434483,0.2542948038176034,0.9177919170496054,187.45186793431753,46,run,cosine_sim,10
47,[0. 1. 0. ... 0. 0. 0.],187.16807765878622,2.0,0.029994061598319233,0.005046720540224569,0.24464475079533404,0.9160362907976907,185.48356993634738,47,run,cosine_sim,10
48,[3. 2. 0. ... 0. 0. 0.],182.8803878998684,-0.5,0.030623402928408167,0.005048300395541725,0.25630965005302225,0.920985035937316,179.1022572865257,48,run,cosine_sim,10
49,[1. 1. 0. ... 0. 0. 0.],178.88210150235687,-1.0,0.031240300501792193,0.005027987417406625,0.23806998939554613,0.9154707199245907,173.78473682270157,49,run,cosine_sim,10
50,[0. 1. 1. ... 0. 0. 0.],175.63757587740574,0.0,0.03188347811489103,0.005063797987049018,0.23626723223753976,0.9162130316955345,171.15382240499704,50,run,cosine_sim,10
51,[1. 0. 1. ... 0. 0. 0.],173.6546657602569,0.5,0.03246623759365505,0.004960164855322306,0.23138918345705195,0.9168610816542948,170.5203291559668,51,run,cosine_sim,10
52,[0. 0. 0. ... 0. 0. 0.],169.27078719077963,-0.5,0.03305111487566448,0.005053951356969967,0.2213149522799576,0.9132673500648051,186.21079528995685,52,run,cosine_sim,10
53,[2. 0. 0. ... 0. 0. 0.],165.54469801318766,-0.5,0.0336335378095392,0.005076952874393569,0.2256627783669141,0.9165429480381763,164.6100813600725,53,run,cosine_sim,10
54,[0. 0. 0. ... 0. 0. 0.],162.2985624931397,0.0,0.0342182343835468,0.005112789555748478,0.23234358430540827,0.914422057264051,155.08890554320385,54,run,cosine_sim,10
55,[0. 2. 1. ... 0. 0. 0.],158.13392806752228,1.0,0.034794635324323336,0.00515388687678457,0.21983032873806999,0.9165193825851303,151.1371519783013,55,run,cosine_sim,10
56,[0. 0. 0. ... 0. 0. 0.],155.56681487739203,-0.5,0.03536054889952305,0.005184814749606923,0.21951219512195122,0.9158124189937552,151.9612562073713,56,run,cosine_sim,10
57,[1. 1. 1. ... 0. 0. 0.],153.54364060705643,0.5,0.0359591348269235,0.005061167280368234,0.2088016967126193,0.9143631436314364,169.36025785471747,57,run,cosine_sim,10
58,[1. 1. 0. ... 1. 0. 0.],150.74655419196864,-1.0,0.036566162077152596,0.005009679818792598,0.2102863202545069,0.9140685754683634,166.85143562519553,58,run,cosine_sim,10
59,[0. 0. 0. ... 1. 0. 0.],147.4372313700394,1.0,0.037208888177463026,0.00517324281230102,0.2093319194061506,0.9118769883351009,159.45800854068284,59,run,cosine_sim,10
60,[1. 1. 0. ... 0. 0. 0.],144.61496389826638,-1.0,0.03780483179645915,0.005153949544894631,0.2056203605514316,0.9125368210203842,160.02810920123454,60,run,cosine_sim,10
61,[0. 0. 0. ... 0. 0. 0.],141.39988513726738,1.0,0.03844910352131367,0.0051373030380367024,0.20752916224814422,0.9100860139036174,164.92385801361107,61,run,cosine_sim,10
62,[0. 0. 0. ... 1. 0. 0.],139.92038299706647,-1.0,0.03904401022003984,0.005155340622201303,0.1992576882290562,0.9128078237304112,173.89653758784425,62,run,cosine_sim,10
63,[0. 3. 0. ... 0. 0. 0.],138.59070701274595,0.0,0.039654637172679814,0.005181594691903703,0.19480381760339344,0.9117827265229175,154.08040885814302,63,run,cosine_sim,10
64,[0. 1. 0. ... 0. 0. 0.],136.88306381884576,0.0,0.04021811798941419,0.005147334964564546,0.19300106044538706,0.9076116413338046,150.55255534524778,64,run,cosine_sim,10
65,[0. 3. 0. ... 0. 0. 0.],132.94688602267362,1.0,0.04082388331774012,0.0051919006947029065,0.21166489925768822,0.9133733946035113,143.80104755614084,65,run,cosine_sim,10
66,[3. 0. 0. ... 0. 0. 0.],132.29802749417277,-1.0,0.04144562694671339,0.0052111353558212175,0.20243902439024392,0.9170024743725699,148.2295336053456,66,run,cosine_sim,10
67,[0. 0. 0. ... 0. 0. 0.],129.27618578325578,0.0,0.042050978242902735,0.005178089146143651,0.20604453870625664,0.9161659007894428,149.65653461105816,67,run,cosine_sim,10
68,[0. 0. 0. ... 0. 0. 0.],128.05387500955257,1.0,0.04262418273256253,0.005210838069138721,0.19406150583244963,0.91171203016378,151.08418350692082,68,run,cosine_sim,10
69,[0. 0. 0. ... 0. 0. 0.],124.61776988846428,-1.0,0.04316513265587565,0.0051805734338142475,0.18685047720042416,0.9096382702957465,142.51672683897735,69,run,cosine_sim,10
70,[1. 0. 1. ... 0. 0. 1.],124.36313957996411,0.5,0.04382136561787741,0.005146587202486182,0.18833510074231177,0.9146694945210323,153.64353958863776,70,run,cosine_sim,10
71,[0. 0. 1. ... 0. 0. 0.],120.71910874370764,-0.5,0.04442754537062362,0.005174231575814893,0.18207847295864263,0.9129609991752092,156.5586197407151,71,run,cosine_sim,10
72,[0. 0. 0. ... 1. 0. 0.],119.68484399896323,1.0,0.04506153808734331,0.005236348632004806,0.18600212089077411,0.9159538117120303,163.32189234869256,72,run,cosine_sim,10
73,[0. 0. 0. ... 0. 0. 0.],117.67515844821952,-0.5,0.045656326426826974,0.005293798461357946,0.17857900318133615,0.9144927536231885,139.81300292994277,73,run,cosine_sim,10
74,[1. 0. 0. ... 0. 0. 0.],116.33836868534723,-1.0,0.04629011449567417,0.0052933002111991475,0.18038176033934253,0.9133262636974196,159.36615910039723,74,run,cosine_sim,10
75,[1. 0. 0. ... 0. 0. 0.],114.4953347735821,0.5,0.046838204533077604,0.005242906540247725,0.18515376458112406,0.9134676564156947,140.78816899798323,75,run,cosine_sim,10
76,[0. 0. 0. ... 0. 0. 0.],113.38665277099045,0.0,0.047407968757399145,0.005242578499770497,0.1926829268292683,0.9133851773300342,156.26930935207608,76,run,cosine_sim,10
77,[1. 2. 0. ... 1. 0. 0.],111.27586215803653,0.5,0.04801261756833617,0.005203952507258803,0.18547189819724283,0.9119476846942384,138.4302758251684,77,run,cosine_sim,10
78,[0. 0. 1. ... 1. 0. 0.],110.01262822339228,0.0,0.04856446955973939,0.0052870844631002206,0.17073170731707318,0.9123954283021093,141.60883584738045,78,run,cosine_sim,10
79,[0. 2. 0. ... 0. 0. 0.],107.79410524197873,-0.5,0.049170131304720026,0.005268970284578904,0.16489925768822905,0.9127960410038883,136.67603051476215,79,run,cosine_sim,10
80,[1. 1. 1. ... 0. 0. 0.],106.74951858126387,0.0,0.04980018271574545,0.00530968366673101,0.155779427359491,0.9100742311770944,131.25612221383307,80,run,cosine_sim,10
81,[1. 0. 2. ... 0. 0. 0.],105.17620463686889,0.0,0.05036758443454971,0.005356159420284757,0.15790031813361613,0.909708966654884,139.3126128670808,81,run,cosine_sim,10
82,[1. 0. 0. ... 0. 0. 0.],103.62752879625982,0.0,0.05086851738637859,0.005284018367790777,0.15291622481442205,0.9085660421821611,131.3124780414607,82,run,cosine_sim,10
83,[1. 0. 0. ... 0. 0. 0.],101.91644390747703,-0.5,0.05146189324067596,0.005325688018881182,0.15949098621420996,0.9097325321079299,146.0026720087938,83,run,cosine_sim,10
84,[1. 0. 1. ... 0. 0. 0.],101.79689277312286,1.0,0.0520358674508448,0.005283394007731547,0.15164369034994699,0.9098974902792507,133.0599486614195,84,run,cosine_sim,10
85,[0. 1. 0. ... 0. 0. 0.],98.65653921037715,-1.0,0.05258836380609331,0.005307236322298105,0.15100742311770943,0.907576293154236,130.85983581233558,85,run,cosine_sim,10
86,[1. 0. 0. ... 0. 0. 0.],98.96876087180797,0.5,0.05310148044410807,0.00533857908121928,0.1694591728525981,0.9099564039118653,128.07084771658364,86,run,cosine_sim,10
87,[0. 1. 1. ... 0. 0. 0.],96.81545988746159,-0.5,0.05371958620610018,0.0053103892632291715,0.1664899257688229,0.9070578531872275,138.7232033683432,87,run,cosine_sim,10
88,[0. 2. 0. ... 0. 0. 0.],96.19116239069683,1.0,0.05429471806066941,0.005371797628199442,0.156203605514316,0.9084128667373631,132.66075355939546,88,run,cosine_sim,10
89,[0. 1. 0. ... 0. 0. 0.],93.70601437948285,-1.0,0.05483744268962877,0.005289541671957835,0.168186638388123,0.9079297749499234,130.92930975374227,89,run,cosine_sim,10
90,[1. 0. 2. ... 0. 0. 0.],93.1216137526041,0.5,0.055395950668586734,0.0053085409408233485,0.1582184517497349,0.9098974902792507,142.07648023609667,90,run,cosine_sim,10
91,[3. 1. 1. ... 0. 0. 0.],91.16035347596265,0.5,0.05596166497724405,0.005352317903823682,0.14772004241781547,0.9046777424295983,121.99895989950976,91,run,cosine_sim,10
92,[1. 1. 1. ... 0. 0. 0.],90.30603940550817,0.0,0.05658829231930071,0.005365161965079265,0.14358430540827147,0.9069989395546131,140.2990495546224,92,run,cosine_sim,10
93,[2. 1. 0. ... 0. 0. 0.],88.50779250891058,-1.0,0.057154916296081784,0.005297828562409379,0.14538706256627784,0.9092847885000591,135.75046588230506,93,run,cosine_sim,10
94,[1. 0. 0. ... 0. 0. 0.],87.84146563534597,0.5,0.05774605657180142,0.005311267197029927,0.15418875927889714,0.9107811947684695,138.73108545174134,94,run,cosine_sim,10
95,[1. 4. 0. ... 1. 0. 1.],86.4175574094926,0.0,0.05830551136466358,0.005340155841814961,0.15514316012725346,0.9072110286320255,125.26880311462939,95,run,cosine_sim,10
96,[0. 0. 1. ... 0. 0. 2.],85.91330032893904,0.5,0.058912856356681725,0.005401028239708362,0.14835630965005303,0.9084953458230236,129.14889689745422,96,run,cosine_sim,10
97,[0. 0. 1. ... 0. 0. 0.],85.04250759603835,-0.5,0.05944994876656914,0.0053186158066117865,0.15312831389183457,0.9085071285495464,140.0177668587862,97,run,cosine_sim,10
98,[0. 0. 0. ... 1. 0. 0.],83.73676715387704,-0.5,0.060008853433233304,0.005343549203921242,0.1383881230116649,0.9084482149169318,129.23315369444606,98,run,cosine_sim,10
99,[0. 1. 0. ... 0. 0. 0.],82.04559720473442,1.0,0.06060677106639391,0.0052983575663629046,0.13881230116648993,0.909002003063509,120.68019426268843,99,run,cosine_sim,10
100,[0. 0. 0. ... 0. 0. 0.],81.11861058613538,-0.5,0.0612222356629849,0.005342069153371921,0.14432661717921527,0.908719217626959,124.31524433796973,100,run,cosine_sim,10
101,[1. 0. 0. ... 0. 0. 0.],80.59195084782776,0.0,0.06176014269168475,0.005324495777429787,0.1464475079533404,0.9071992459055026,111.81553694417984,101,run,cosine_sim,10
102,[1. 0. 1. ... 0. 0. 0.],79.56360236824649,0.0,0.06233920405898395,0.005329988134382031,0.1469777306468717,0.9064687168610819,119.07468899906443,102,run,cosine_sim,10
103,[0. 0. 1. ... 0. 0. 0.],78.38313147425376,0.5,0.06291395240741501,0.00539602388165,0.13722163308589608,0.9061270177919172,114.56959772852365,103,run,cosine_sim,10
104,[0. 0. 1. ... 1. 0. 0.],77.40230536844867,-0.5,0.06345972140488437,0.005474453601617843,0.1357370095440085,0.9066925886650171,122.06922358742044,104,run,cosine_sim,10
105,[0. 0. 0. ... 0. 0. 0.],76.32982979320387,-0.5,0.064003242896614,0.005448955417637719,0.12969247083775184,0.9077648167786027,114.88159668769308,105,run,cosine_sim,10
106,[0. 0. 0. ... 0. 0. 0.],75.45442741768116,0.5,0.06455087010446597,0.005405269555501054,0.13775185577942736,0.9084010840108403,116.08144396481484,106,run,cosine_sim,10
107,[2. 1. 0. ... 0. 0. 0.],74.3432569096154,0.5,0.06515577311320117,0.005388329823782579,0.1329798515376458,0.9087663485330506,124.23963706118387,107,run,cosine_sim,10
108,[1. 1. 1. ... 0. 0. 0.],73.15362710814134,0.5,0.06571300212886279,0.005400625152235181,0.12969247083775184,0.908860610345234,119.80056566153155,108,run,cosine_sim,10
109,[1. 3. 0. ... 1. 0. 0.],72.41739584048584,-1.0,0.06627348342573874,0.005324310674401077,0.13191940615058326,0.9100388829975257,129.06791550716622,109,run,cosine_sim,10
110,[0. 0. 0. ... 0. 0. 0.],71.89032635230609,1.0,0.0668086723450875,0.00533254669536823,0.12937433722163308,0.9078355131377402,129.22611830311288,110,run,cosine_sim,10
